Region;Units Sold
Sub-Saharan Africa;913
Central America and the Caribbean;1964
Sub-Saharan Africa;4402
Sub-Saharan Africa;1357
Middle East and North Africa;7991
Middle East and North Africa;6496
Europe;1095
Asia;3044
Europe;5628
Sub-Saharan Africa;9165
Sub-Saharan Africa;6004
Asia;5524
Europe;9136
Australia and Oceania;5284
Europe;4440
Europe;4110
Asia;3829
Australia and Oceania;165
Sub-Saharan Africa;1717
Middle East and North Africa;4114
Europe;5018
Middle East and North Africa;9121
Asia;3147
Asia;850
Australia and Oceania;8016
Europe;7464
Sub-Saharan Africa;4042
Europe;9628
Middle East and North Africa;8136
Europe;507
Europe;9714
Europe;5763
Europe;690
Asia;3562
Middle East and North Africa;5477
Sub-Saharan Africa;4567
Middle East and North Africa;990
Sub-Saharan Africa;1942
Central America and the Caribbean;6643
Sub-Saharan Africa;1351
Sub-Saharan Africa;4350
Central America and the Caribbean;958
Middle East and North Africa;8525
Sub-Saharan Africa;1428
Central America and the Caribbean;6081
Middle East and North Africa;5925
Middle East and North Africa;6434
Middle East and North Africa;112
Asia;1496
Asia;2154
Asia;5683
Europe;2714
Sub-Saharan Africa;5908
Europe;4957
Middle East and North Africa;1585
Australia and Oceania;4547
Sub-Saharan Africa;4629
Sub-Saharan Africa;9648
Australia and Oceania;9453
Middle East and North Africa;924
Sub-Saharan Africa;2972
Europe;1539
Sub-Saharan Africa;4598
Europe;7156
Australia and Oceania;6248
Sub-Saharan Africa;5941
Europe;2334
Middle East and North Africa;8557
Sub-Saharan Africa;9771
Europe;8169
Central America and the Caribbean;7973
Sub-Saharan Africa;439
Australia and Oceania;8853
Central America and the Caribbean;3533
Europe;6827
Sub-Saharan Africa;8114
Europe;8807
Sub-Saharan Africa;7347
Central America and the Caribbean;4209
Middle East and North Africa;6896
Australia and Oceania;4945
Europe;4924
Asia;5431
Australia and Oceania;2095
Sub-Saharan Africa;2579
Sub-Saharan Africa;1575
Asia;5806
Asia;9026
Europe;7023
Europe;2613
Australia and Oceania;646
Middle East and North Africa;3000
Australia and Oceania;3588
Central America and the Caribbean;3351
Middle East and North Africa;5264
Central America and the Caribbean;9331
Middle East and North Africa;7587
Sub-Saharan Africa;9102
Europe;4972
Sub-Saharan Africa;3329
Europe;4333
Europe;5177
Europe;5084
Asia;309
Sub-Saharan Africa;9138
Australia and Oceania;6889
Middle East and North Africa;910
Sub-Saharan Africa;5582
Asia;7314
Central America and the Caribbean;9551
Sub-Saharan Africa;7765
Central America and the Caribbean;4461
Central America and the Caribbean;4175
Asia;8475
Sub-Saharan Africa;959
Sub-Saharan Africa;2258
Central America and the Caribbean;5032
Europe;8974
Sub-Saharan Africa;5807
Europe;4286
Central America and the Caribbean;5198
Europe;6360
Sub-Saharan Africa;7620
Europe;5858
Australia and Oceania;9986
Asia;5946
Europe;1711
Asia;2286
Middle East and North Africa;4708
Asia;3044
Australia and Oceania;3392
Central America and the Caribbean;8882
Central America and the Caribbean;4676
Sub-Saharan Africa;2966
Australia and Oceania;7976
Central America and the Caribbean;959
Central America and the Caribbean;5204
Europe;1026
Sub-Saharan Africa;775
Middle East and North Africa;3830
Central America and the Caribbean;1603
Sub-Saharan Africa;2536
Sub-Saharan Africa;7102
Middle East and North Africa;2807
Australia and Oceania;9186
Sub-Saharan Africa;2807
Europe;2269
Sub-Saharan Africa;3202
Middle East and North Africa;3266
Europe;7154
Middle East and North Africa;1590
Middle East and North Africa;328
Sub-Saharan Africa;9155
Europe;888
Europe;375
Asia;9497
Sub-Saharan Africa;2165
Sub-Saharan Africa;9321
Middle East and North Africa;3939
Sub-Saharan Africa;6023
Australia and Oceania;7610
Central America and the Caribbean;7767
Europe;7592
Sub-Saharan Africa;5217
Central America and the Caribbean;801
Europe;1537
Europe;6649
Europe;2391
Asia;7051
Europe;5944
Middle East and North Africa;6421
Australia and Oceania;2860
Sub-Saharan Africa;1673
Asia;6302
Central America and the Caribbean;2220
Asia;1934
Asia;9978
Asia;7921
Sub-Saharan Africa;9361
Australia and Oceania;4927
Central America and the Caribbean;7281
North America;6115
Europe;3153
Asia;7150
North America;8892
Australia and Oceania;6197
Central America and the Caribbean;8912
Sub-Saharan Africa;3918
Europe;125
Sub-Saharan Africa;3478
Sub-Saharan Africa;1948
Sub-Saharan Africa;541
Europe;6293
Europe;3271
Sub-Saharan Africa;7574
Middle East and North Africa;2332
Europe;2706
Asia;889
Europe;1103
Europe;4605
Middle East and North Africa;4679
Europe;1644
Europe;7848
Australia and Oceania;2671
Sub-Saharan Africa;7524
Sub-Saharan Africa;849
Asia;3120
Asia;1843
Asia;6552
Europe;3816
Australia and Oceania;2233
Europe;7433
Sub-Saharan Africa;7077
Australia and Oceania;5858
Europe;499
Europe;4754
Asia;4411
Sub-Saharan Africa;2287
Central America and the Caribbean;3229
Asia;9119
Sub-Saharan Africa;3867
Asia;8416
Europe;5738
Asia;5840
Sub-Saharan Africa;757
Europe;9556
Sub-Saharan Africa;3337
Sub-Saharan Africa;229
Sub-Saharan Africa;393
Middle East and North Africa;1022
Middle East and North Africa;1339
Sub-Saharan Africa;7599
Middle East and North Africa;8089
Sub-Saharan Africa;8125
Europe;5056
Middle East and North Africa;3263
Europe;9156
Sub-Saharan Africa;6177
Europe;9801
Europe;2532
Sub-Saharan Africa;8907
Middle East and North Africa;492
Sub-Saharan Africa;887
Middle East and North Africa;721
Central America and the Caribbean;2655
Sub-Saharan Africa;6382
Asia;3625
Sub-Saharan Africa;3140
Europe;5712
Sub-Saharan Africa;9158
Europe;3328
Europe;5102
Sub-Saharan Africa;3390
Central America and the Caribbean;4135
Europe;5310
Central America and the Caribbean;1920
Sub-Saharan Africa;1002
Sub-Saharan Africa;6623
Europe;4882
Sub-Saharan Africa;8907
Asia;3861
North America;1937
Sub-Saharan Africa;7356
Europe;1375
Australia and Oceania;7280
Europe;5387
Asia;8046
Central America and the Caribbean;4636
Sub-Saharan Africa;6569
Sub-Saharan Africa;2287
Europe;2264
Middle East and North Africa;4004
Middle East and North Africa;7043
Asia;7950
Europe;5322
Europe;4789
Europe;4013
Sub-Saharan Africa;7687
Central America and the Caribbean;2533
Europe;2306
Central America and the Caribbean;2793
Australia and Oceania;6811
Asia;9209
Australia and Oceania;1866
Central America and the Caribbean;8694
Europe;635
Europe;663
Europe;8782
Sub-Saharan Africa;7029
Europe;4471
Asia;2207
Australia and Oceania;8367
Middle East and North Africa;3111
Middle East and North Africa;3632
Middle East and North Africa;9154
Middle East and North Africa;5932
Europe;2252
Europe;3430
North America;6817
Europe;6791
Asia;9764
Middle East and North Africa;9178
Europe;507
Asia;6256
Europe;960
Europe;6188
Australia and Oceania;5538
Central America and the Caribbean;9639
Sub-Saharan Africa;1154
Australia and Oceania;9773
Sub-Saharan Africa;7221
Europe;2254
Central America and the Caribbean;5656
Europe;5245
Europe;870
Sub-Saharan Africa;9411
Europe;9779
Europe;7917
Asia;1797
Europe;6425
Europe;8837
Middle East and North Africa;3101
Europe;5314
Europe;8607
Australia and Oceania;8142
Asia;6109
Europe;6734
Middle East and North Africa;1270
Sub-Saharan Africa;3005
Europe;2255
Sub-Saharan Africa;1369
Europe;9727
Asia;8740
Australia and Oceania;6850
Sub-Saharan Africa;4532
Europe;9290
Europe;659
Sub-Saharan Africa;5208
Asia;1535
Middle East and North Africa;5271
Australia and Oceania;4075
Europe;2641
Sub-Saharan Africa;7692
Sub-Saharan Africa;2983
Middle East and North Africa;4300
Europe;4460
Central America and the Caribbean;8313
Asia;7738
Sub-Saharan Africa;6646
Sub-Saharan Africa;5980
Central America and the Caribbean;8712
Sub-Saharan Africa;4849
Central America and the Caribbean;6426
Europe;2511
Europe;4202
Asia;9629
Central America and the Caribbean;8953
Middle East and North Africa;9367
Europe;95
Central America and the Caribbean;7390
Sub-Saharan Africa;9540
Australia and Oceania;1861
Sub-Saharan Africa;1702
Sub-Saharan Africa;3444
Sub-Saharan Africa;3497
Australia and Oceania;5304
Middle East and North Africa;4338
Sub-Saharan Africa;3104
Asia;6139
Central America and the Caribbean;5009
Asia;3314
Asia;1683
Sub-Saharan Africa;2777
Middle East and North Africa;6289
Sub-Saharan Africa;3943
Middle East and North Africa;4493
Sub-Saharan Africa;8725
Europe;4457
Europe;1537
Europe;6846
Sub-Saharan Africa;9294
Europe;4824
Sub-Saharan Africa;1409
Europe;4055
Sub-Saharan Africa;9797
Central America and the Caribbean;2703
Middle East and North Africa;8871
Asia;1432
Australia and Oceania;5547
Central America and the Caribbean;3407
Australia and Oceania;9237
Europe;4291
Sub-Saharan Africa;1855
Central America and the Caribbean;2248
Central America and the Caribbean;7817
Europe;7943
Europe;4036
Middle East and North Africa;4539
Europe;9925
Europe;7700
Central America and the Caribbean;7400
Central America and the Caribbean;5592
Sub-Saharan Africa;874
Middle East and North Africa;8877
Central America and the Caribbean;7261
Europe;720
Middle East and North Africa;5976
Australia and Oceania;6784
Sub-Saharan Africa;8931
Sub-Saharan Africa;5234
Asia;542
Middle East and North Africa;6735
Sub-Saharan Africa;7723
Middle East and North Africa;4449
Sub-Saharan Africa;9887
Middle East and North Africa;4042
Sub-Saharan Africa;8949
Europe;3676
Sub-Saharan Africa;9322
Europe;4017
Asia;7921
Europe;8228
Europe;4160
Middle East and North Africa;1973
Middle East and North Africa;9952
Central America and the Caribbean;3416
Asia;9713
Asia;3222
Sub-Saharan Africa;355
Central America and the Caribbean;4555
Middle East and North Africa;1294
Europe;3078
Sub-Saharan Africa;4443
Sub-Saharan Africa;6955
Middle East and North Africa;4215
Central America and the Caribbean;6852
Asia;7526
Central America and the Caribbean;5931
Central America and the Caribbean;3789
Asia;9857
Sub-Saharan Africa;4919
Europe;6793
North America;5329
Asia;7405
Europe;1933
Europe;4856
Central America and the Caribbean;4146
Middle East and North Africa;4809
Europe;3882
Middle East and North Africa;5430
Middle East and North Africa;5554
Sub-Saharan Africa;7382
Australia and Oceania;6077
Middle East and North Africa;3830
Central America and the Caribbean;4864
Europe;436
Central America and the Caribbean;3831
Sub-Saharan Africa;5366
Europe;7390
Middle East and North Africa;9283
Sub-Saharan Africa;2456
Europe;5352
Sub-Saharan Africa;8444
Sub-Saharan Africa;9236
Australia and Oceania;7266
Europe;9100
Europe;3338
Middle East and North Africa;5608
Europe;3573
Middle East and North Africa;1923
Central America and the Caribbean;7385
Europe;3711
Central America and the Caribbean;6688
Middle East and North Africa;9134
Sub-Saharan Africa;5897
Europe;8857
Sub-Saharan Africa;1925
Sub-Saharan Africa;6044
Asia;4187
Central America and the Caribbean;6359
Sub-Saharan Africa;4596
Europe;7966
Europe;7567
Sub-Saharan Africa;1529
Central America and the Caribbean;14
Europe;213
Central America and the Caribbean;1350
Sub-Saharan Africa;9681
Sub-Saharan Africa;3490
Europe;8097
Europe;849
North America;6125
Sub-Saharan Africa;339
Europe;6931
Europe;1375
Middle East and North Africa;6176
Sub-Saharan Africa;5871
Middle East and North Africa;2027
Europe;8241
Middle East and North Africa;5146
Europe;5400
Asia;8697
Europe;6761
Sub-Saharan Africa;8346
Asia;4238
Europe;2255
Sub-Saharan Africa;2246
Sub-Saharan Africa;1090
Asia;7698
Europe;8013
Europe;8
Europe;8689
Australia and Oceania;1091
Sub-Saharan Africa;1283
Middle East and North Africa;5361
Sub-Saharan Africa;6457
Australia and Oceania;9732
Sub-Saharan Africa;7377
Europe;3617
North America;9706
Central America and the Caribbean;8931
Asia;1609
Europe;88
Middle East and North Africa;3749
Middle East and North Africa;4002
Sub-Saharan Africa;9290
Europe;87
Australia and Oceania;3897
Europe;257
Europe;5734
Europe;8926
Europe;5464
Middle East and North Africa;3009
Asia;6252
Asia;1919
Sub-Saharan Africa;3762
Europe;7570
Sub-Saharan Africa;6158
Europe;4376
Central America and the Caribbean;4104
Asia;9252
Europe;763
Europe;1611
Middle East and North Africa;1801
Sub-Saharan Africa;3368
North America;5381
Sub-Saharan Africa;8937
Asia;2167
Middle East and North Africa;5231
Central America and the Caribbean;5323
Sub-Saharan Africa;1665
Europe;513
Middle East and North Africa;153
Asia;5902
Australia and Oceania;5109
Asia;2154
Central America and the Caribbean;3447
Europe;2431
Europe;4581
Australia and Oceania;2400
Sub-Saharan Africa;425
Central America and the Caribbean;223
Sub-Saharan Africa;5393
Sub-Saharan Africa;6564
Sub-Saharan Africa;6399
Europe;4589
Europe;2857
Sub-Saharan Africa;9960
Europe;6682
Europe;842
Sub-Saharan Africa;2288
Central America and the Caribbean;7899
Sub-Saharan Africa;6587
North America;4295
Europe;8995
Europe;5694
Central America and the Caribbean;1426
Europe;260
Europe;8294
Central America and the Caribbean;8657
Asia;6512
Central America and the Caribbean;4050
Asia;5495
Sub-Saharan Africa;2102
Sub-Saharan Africa;7157
Europe;977
Europe;5911
Middle East and North Africa;1340
Sub-Saharan Africa;8673
Asia;6354
Middle East and North Africa;4856
Europe;1683
Sub-Saharan Africa;6373
Middle East and North Africa;5493
Middle East and North Africa;7640
Europe;8446
Asia;5570
Asia;3706
Sub-Saharan Africa;9578
Middle East and North Africa;6939
Middle East and North Africa;1576
Middle East and North Africa;6307
Asia;5980
Sub-Saharan Africa;2475
Europe;9704
Australia and Oceania;8608
Australia and Oceania;2161
Sub-Saharan Africa;368
Asia;5266
Sub-Saharan Africa;5921
Europe;3432
Europe;5929
Sub-Saharan Africa;3574
Australia and Oceania;3558
Middle East and North Africa;5106
Europe;4471
Sub-Saharan Africa;9941
Australia and Oceania;6833
Europe;2495
Central America and the Caribbean;1307
Sub-Saharan Africa;9680
Middle East and North Africa;1057
Central America and the Caribbean;912
Sub-Saharan Africa;1748
Central America and the Caribbean;8103
Asia;1544
Middle East and North Africa;5669
Europe;1108
Middle East and North Africa;523
Asia;3605
Central America and the Caribbean;2079
Sub-Saharan Africa;4699
Sub-Saharan Africa;2251
Europe;2554
Middle East and North Africa;5454
Europe;7833
Central America and the Caribbean;8602
Sub-Saharan Africa;3702
Europe;1108
Europe;5824
Europe;4886
Middle East and North Africa;2362
Europe;4351
Central America and the Caribbean;3982
Europe;6417
Europe;3848
Australia and Oceania;498
Asia;7622
Sub-Saharan Africa;8507
Sub-Saharan Africa;3470
Europe;4859
Europe;2055
Europe;6469
North America;6542
Sub-Saharan Africa;2749
Sub-Saharan Africa;2594
Europe;5614
Middle East and North Africa;8376
Asia;9479
Sub-Saharan Africa;4552
Asia;1257
Middle East and North Africa;4285
Europe;362
Sub-Saharan Africa;3240
Asia;8708
Sub-Saharan Africa;9581
Australia and Oceania;710
Middle East and North Africa;3972
Sub-Saharan Africa;3281
Sub-Saharan Africa;9577
Europe;5836
Europe;2060
Europe;288
Asia;9585
Middle East and North Africa;1052
Australia and Oceania;2817
Europe;5041
Middle East and North Africa;4918
North America;1671
Asia;1554
Europe;2854
Sub-Saharan Africa;888
Australia and Oceania;3005
Middle East and North Africa;3585
Sub-Saharan Africa;9038
Middle East and North Africa;2808
Sub-Saharan Africa;367
Sub-Saharan Africa;4222
Sub-Saharan Africa;8907
Central America and the Caribbean;5990
Sub-Saharan Africa;9070
Middle East and North Africa;8777
Sub-Saharan Africa;7772
Central America and the Caribbean;5747
Sub-Saharan Africa;4425
Australia and Oceania;2563
Middle East and North Africa;946
Central America and the Caribbean;7390
Europe;1746
Europe;893
Europe;3741
Australia and Oceania;6234
Europe;6345
Sub-Saharan Africa;9078
Middle East and North Africa;1471
Asia;7590
Central America and the Caribbean;3534
Central America and the Caribbean;2432
North America;9447
Europe;6770
Sub-Saharan Africa;8625
Europe;6267
Australia and Oceania;2982
Middle East and North Africa;9088
Europe;6932
Europe;5896
Australia and Oceania;7389
Asia;9855
Sub-Saharan Africa;3767
Middle East and North Africa;6630
Sub-Saharan Africa;7980
Europe;4385
Asia;4442
Asia;3783
Asia;68
Europe;7989
Australia and Oceania;4271
Europe;2667
Asia;8965
Central America and the Caribbean;5981
Sub-Saharan Africa;8564
Central America and the Caribbean;8594
Asia;9983
Europe;3672
Australia and Oceania;2635
Middle East and North Africa;6878
Sub-Saharan Africa;8435
Europe;6375
Sub-Saharan Africa;1797
North America;2829
Europe;9634
Sub-Saharan Africa;9403
Australia and Oceania;1361
Australia and Oceania;1762
Middle East and North Africa;8892
Sub-Saharan Africa;8069
Central America and the Caribbean;6641
Australia and Oceania;8988
Australia and Oceania;1522
Middle East and North Africa;7684
Middle East and North Africa;2948
Sub-Saharan Africa;9820
Sub-Saharan Africa;2835
Middle East and North Africa;3561
Middle East and North Africa;5596
Asia;9571
Middle East and North Africa;8145
Europe;1013
Australia and Oceania;9897
Asia;3552
Central America and the Caribbean;2765
Sub-Saharan Africa;5352
Sub-Saharan Africa;1163
Middle East and North Africa;7077
Europe;2006
Middle East and North Africa;1891
Europe;4707
Australia and Oceania;5458
Asia;1181
Australia and Oceania;5942
Australia and Oceania;5841
Sub-Saharan Africa;4007
Sub-Saharan Africa;5602
Europe;2818
